,acc,rec,epoch,dataset
fold1,0.6494623655913978,0.5771245944472739,86,msp-improv_crema-d
fold1,0.5988023952095808,0.5139778522131464,86,msp-improv
fold1,0.6907317073170731,0.6087963764119094,86,crema-d
fold2,0.5973659454374413,0.4964782944708024,33,msp-improv_crema-d
fold2,0.5427603725656224,0.4029449615292569,33,msp-improv
fold2,0.6656084656084656,0.5761487662214343,33,crema-d
fold3,0.6644474034620506,0.6107065053960192,98,msp-improv_crema-d
fold3,0.534965034965035,0.48569820068541425,98,msp-improv
fold3,0.7440860215053764,0.6679044428113523,98,crema-d
fold4,0.6241286863270777,0.5422151564137215,66,msp-improv_crema-d
fold4,0.5412147505422994,0.4736543759271032,66,msp-improv
fold4,0.7051961823966065,0.593314931505932,66,crema-d
fold5,0.5609876543209876,0.5204661020520078,69,msp-improv_crema-d
fold5,0.44766355140186914,0.39621155056522844,69,msp-improv
fold5,0.6879581151832461,0.6136386986402633,69,crema-d
average,0.6192784110277909,0.549398130555965,69,msp-improv_crema-d
average,0.5330812209368813,0.45449738818402985,69,msp-improv
average,0.6987160984021535,0.6119606431181783,69,crema-d
