,acc,uar
fold1,0.6442857142857142,0.6642132566745969
fold2,0.7307142857142858,0.7336790040761647
fold3,0.6485714285714286,0.651593137254902
fold4,0.705,0.7010379075196216
fold5,0.7064285714285714,0.7216304742417743
average,0.687,0.6944307559534119
