,acc,uar
fold1,0.586875,0.5878443547164267
fold2,0.573125,0.5724214292863578
fold3,0.515,0.5152782531637261
fold4,0.5375,0.534095171413568
fold5,0.585625,0.585278234400685
average,0.559625,0.5589834885961528
