,acc,rec,epoch,dataset
fold1,0.684993531694696,0.6940991824225562,179,iemocap_crema-d
fold1,0.6180422264875239,0.6682791673705532,179,iemocap
fold1,0.7190243902439024,0.689948228936929,179,crema-d
fold2,0.68,0.6671167311198309,81,iemocap_crema-d
fold2,0.5981132075471698,0.57647893695563,81,iemocap
fold2,0.725925925925926,0.6776239336126832,81,crema-d
fold3,0.6775850995504175,0.6566502166932848,170,iemocap_crema-d
fold3,0.5629984051036683,0.5630101795061173,170,iemocap
fold3,0.7548387096774194,0.6804013865159603,170,crema-d
fold4,0.6770480704129993,0.6446472014275618,117,iemocap_crema-d
fold4,0.5917602996254682,0.5944784780991678,117,iemocap
fold4,0.7253446447507953,0.6533774199956792,117,crema-d
fold5,0.7004744958481613,0.6993127347057757,141,iemocap_crema-d
fold5,0.6032831737346102,0.5712197488213059,141,iemocap
fold5,0.774869109947644,0.7395690207059376,141,crema-d
average,0.6840202395012549,0.6723652132738018,141,iemocap_crema-d
average,0.594839462499688,0.5946933021505549,141,iemocap
average,0.7400005561091374,0.6881839979534379,141,crema-d
