,acc,rec,epoch,dataset
fold1,0.6623655913978495,0.6007419163686973,123,msp-improv_crema-d
fold1,0.6047904191616766,0.5418119645647735,123,msp-improv
fold1,0.7092682926829268,0.6320638031915276,123,crema-d
fold2,0.6110065851364064,0.5557651043552325,105,msp-improv_crema-d
fold2,0.5224386113463166,0.43044552463073493,105,msp-improv
fold2,0.7216931216931217,0.6722733674335502,105,crema-d
fold3,0.6724367509986684,0.6085986312152535,98,msp-improv_crema-d
fold3,0.5664335664335665,0.5005776470317025,98,msp-improv
fold3,0.7376344086021506,0.6453166222317397,98,crema-d
fold4,0.6627345844504021,0.5968167914024377,144,msp-improv_crema-d
fold4,0.586767895878525,0.5373543123543124,144,msp-improv
fold4,0.7370095440084835,0.6354562351956581,144,crema-d
fold5,0.6024691358024692,0.5588201726284372,87,msp-improv_crema-d
fold5,0.47289719626168225,0.42706231278539997,87,msp-improv
fold5,0.7476439790575916,0.6746128631075372,87,crema-d
average,0.6422025295571592,0.5841485231940117,87,msp-improv_crema-d
average,0.5506655378163534,0.48745035227338473,87,msp-improv
average,0.7306498692088549,0.6519445782320025,87,crema-d
