,acc,uar,epoch,dataset,snr
fold1,0.5950095969289827,0.6098608555483285,183,iemocap,10.236077714061862
fold2,0.6433962264150943,0.6012664750382197,177,iemocap,10.273640762393429
fold3,0.5390749601275917,0.49992141478365426,190,iemocap,10.269500128902491
fold4,0.49250936329588013,0.4835627973559008,157,iemocap,10.264961618227986
fold5,0.5294117647058824,0.4896435004702945,157,iemocap,10.16539635406529
average,0.5598803822946863,0.5368510086392796,157,iemocap,10.241915315530212
