,acc,uar,epoch,dataset,snr
fold1,0.697560975609756,0.6190261586658123,157,crema-d,11.823764777586296
fold2,0.7037037037037037,0.6552361344041132,152,crema-d,11.905812599898587
fold3,0.7161290322580646,0.6348542470352352,190,crema-d,11.86151139617868
fold4,0.7253446447507953,0.6403490350343514,167,crema-d,11.85589123908456
fold5,0.7057591623036649,0.6825150975126503,186,crema-d,11.877079825161017
average,0.7096995037251969,0.6463961345304325,186,crema-d,11.86481196758183
