,acc,uar
fold1,0.8733333333333333,0.8763880263321326
fold2,0.9211111111111111,0.9166404034037188
fold3,0.886,0.8860995443981776
fold4,0.893,0.8909762999787856
fold5,0.893,0.8928935715742863
average,0.8932888888888888,0.8925995691374201
