,acc,uar
fold1,0.885,0.8935267577390651
fold2,0.875,0.8609600799026187
fold3,0.887,0.8892911608247176
fold4,0.845,0.8488614100755723
fold5,0.913,0.9131912187209685
average,0.881,0.8811661254525884
