,acc,rec,epoch,dataset
fold1,0.7134540750323415,0.7105186357110893,146,iemocap_crema-d
fold1,0.6717850287907869,0.7158685226004047,146,iemocap
fold1,0.7346341463414634,0.6873559253405216,146,crema-d
fold2,0.7016949152542373,0.7203343075912607,116,iemocap_crema-d
fold2,0.6792452830188679,0.716213186830059,116,iemocap
fold2,0.7142857142857143,0.7092530537517897,116,crema-d
fold3,0.7013487475915221,0.6690879019900025,196,iemocap_crema-d
fold3,0.5964912280701754,0.5788899236091041,196,iemocap
fold3,0.7720430107526882,0.6726798226289588,196,crema-d
fold4,0.7156398104265402,0.6841232571393835,192,iemocap_crema-d
fold4,0.6666666666666666,0.6730930627482352,192,iemocap
fold4,0.7433722163308589,0.6630585807464936,192,crema-d
fold5,0.6963226571767497,0.6738015527756205,179,iemocap_crema-d
fold5,0.6292749658002736,0.6197925232041551,179,iemocap
fold5,0.7476439790575916,0.6722332057924449,179,crema-d
average,0.7056920410962781,0.6915731310414713,179,iemocap_crema-d
average,0.6486926344693541,0.6607714437983916,179,iemocap
average,0.7423958133536632,0.6809161176520417,179,crema-d
