,acc,rec,epoch,dataset
fold1,0.6519174041297935,0.641791243990792,197,iemocap_msp-improv
fold1,0.7063339731285988,0.7421321084528085,197,iemocap
fold1,0.6179640718562874,0.5590427876449027,197,msp-improv
fold2,0.5745178258328463,0.5853815622590912,152,iemocap_msp-improv
fold2,0.6679245283018868,0.7292614445173135,152,iemocap
fold2,0.5325994919559696,0.5421088863962662,152,msp-improv
fold3,0.5721434528773979,0.5252824238414785,119,iemocap_msp-improv
fold3,0.5885167464114832,0.5546451801661975,119,iemocap
fold3,0.5541958041958042,0.4840453763706408,119,msp-improv
fold4,0.6380494505494505,0.6453550380866538,178,iemocap_msp-improv
fold4,0.6423220973782772,0.6654328589673417,178,iemocap
fold4,0.6355748373101953,0.6345730027548209,178,msp-improv
fold5,0.5791227096057746,0.557092823065903,197,iemocap_msp-improv
fold5,0.652530779753762,0.6573175907905089,197,iemocap
fold5,0.5289719626168224,0.501512823862966,197,msp-improv
average,0.6031501685990526,0.5909806182487837,197,iemocap_msp-improv
average,0.6515256249948016,0.669757836578834,197,iemocap
average,0.5738612335870157,0.5442565754059194,197,msp-improv
