,acc,rec,epoch,dataset
fold1,0.6747311827956989,0.6411649839825353,188,msp-improv_crema-d
fold1,0.615568862275449,0.5707317852889564,188,msp-improv
fold1,0.7229268292682927,0.6876496852099296,188,crema-d
fold2,0.616650987770461,0.5958722401297502,101,msp-improv_crema-d
fold2,0.5359864521591872,0.48807192347230105,101,msp-improv
fold2,0.7174603174603175,0.694943996671277,101,crema-d
fold3,0.6624500665778962,0.6101041681343732,135,msp-improv_crema-d
fold3,0.5157342657342657,0.456883416099354,135,msp-improv
fold3,0.7526881720430108,0.6762084665802703,135,crema-d
fold4,0.6686327077747989,0.6466431762542548,197,msp-improv_crema-d
fold4,0.596529284164859,0.5670110192837465,197,msp-improv
fold4,0.7391304347826086,0.7174449314762034,197,crema-d
fold5,0.6306172839506173,0.6037447963735881,199,msp-improv_crema-d
fold5,0.5065420560747663,0.47443772404982715,199,msp-improv
fold5,0.7696335078534031,0.7073528925695881,199,crema-d
average,0.6506164457738944,0.6195058729749003,199,msp-improv_crema-d
average,0.5540721840817054,0.511427173638837,199,msp-improv
average,0.7403678522815265,0.6967199945014537,199,crema-d
