,acc,rec,epoch,dataset
fold1,0.5707964601769911,0.5689102092580052,40,iemocap_msp-improv
fold1,0.5182341650671785,0.5757254056156487,40,iemocap
fold1,0.6035928143712574,0.5484718520078732,40,msp-improv
fold2,0.6230274693161894,0.5991184785199788,71,iemocap_msp-improv
fold2,0.7584905660377359,0.8085019477229408,71,iemocap
fold2,0.5622353937341237,0.5151415390072202,71,msp-improv
fold3,0.572977481234362,0.5161674601757265,63,iemocap_msp-improv
fold3,0.5518341307814992,0.5041030224534286,63,iemocap
fold3,0.5961538461538461,0.5327757808749634,63,msp-improv
fold4,0.6064560439560439,0.5956740808174512,46,iemocap_msp-improv
fold4,0.6273408239700374,0.624604519575784,46,iemocap
fold4,0.5943600867678959,0.5775588048315321,46,msp-improv
fold5,0.5619100499722376,0.5344548034839928,70,iemocap_msp-improv
fold5,0.6101231190150479,0.6293925953751413,70,iemocap
fold5,0.5289719626168224,0.4839081961247167,70,msp-improv
average,0.5870335009311648,0.562865006451031,70,iemocap_msp-improv
average,0.6132045609742998,0.6284654981485887,70,iemocap
average,0.5770628207287892,0.5315712345692611,70,msp-improv
