,acc,uar,epoch,dataset
fold1,0.577245508982036,0.5175983321224564,180,msp-improv
fold2,0.5571549534292972,0.4898812403089265,177,msp-improv
fold3,0.5559440559440559,0.49650301162061417,181,msp-improv
fold4,0.5824295010845987,0.5524051705869888,190,msp-improv
fold5,0.5271028037383177,0.46054797923520385,159,msp-improv
average,0.5599753646356611,0.503387146774838,159,msp-improv
