,acc,uar,epoch,dataset,snr
fold1,0.6314779270633397,0.6197784266459228,197,iemocap,14.21024065019762
fold2,0.6792452830188679,0.6841372607294749,188,iemocap,14.245035404944788
fold3,0.5789473684210527,0.5407751124812235,188,iemocap,14.052143902842749
fold4,0.599250936329588,0.6190483792495287,198,iemocap,14.228359829867522
fold5,0.6019151846785226,0.574121821075111,187,iemocap,13.837263242728175
average,0.6181673399022742,0.6075722000362521,187,iemocap,14.11460860611617
