,acc,uar,epoch,dataset,snr
fold1,0.5293413173652695,0.4486621552054467,168,msp-improv,16.112901104441804
fold2,0.5334462320067739,0.48945676483598,158,msp-improv,15.261314862032442
fold3,0.5262237762237763,0.43913612621253906,180,msp-improv,15.721905636147286
fold4,0.5466377440347071,0.5278395846577665,199,msp-improv,14.996552313135675
fold5,0.5196261682242991,0.456675985440153,196,msp-improv,14.851620922846834
average,0.5310550475709651,0.472354123270377,196,msp-improv,15.388858967720807
