,acc,uar,epoch,dataset
fold1,0.6224188790560472,0.5903357863696777,120,iemocap_msp-improv
fold1,0.6717850287907869,0.6576586791987125,120,iemocap
fold1,0.5916167664670658,0.5293326138501288,120,msp-improv
fold2,0.6154295733489188,0.5711114934289321,197,iemocap_msp-improv
fold2,0.7018867924528301,0.7326149496509233,197,iemocap
fold2,0.5766299745977985,0.5089861379754996,197,msp-improv
fold3,0.585487906588824,0.5413021550273172,183,iemocap_msp-improv
fold3,0.5917065390749602,0.5529091694051073,183,iemocap
fold3,0.5786713286713286,0.5211519830104103,183,msp-improv
fold4,0.614010989010989,0.6033002650778132,172,iemocap_msp-improv
fold4,0.6067415730337079,0.5926147554021117,172,iemocap
fold4,0.6182212581344902,0.6080101716465353,172,msp-improv
fold5,0.5735702387562466,0.5052651880368215,183,iemocap_msp-improv
fold5,0.6415868673050615,0.5917279553131451,183,iemocap
fold5,0.5271028037383177,0.4621216151911466,183,msp-improv
average,0.6021835173522051,0.5622629775881123,183,iemocap_msp-improv
average,0.6427413601314693,0.625505101794,183,iemocap
average,0.5784484263218003,0.5259205043347441,183,msp-improv
