,acc,uar,epoch,dataset
fold1,0.6602150537634408,0.5941910616576087,133,msp-improv_crema-d
fold1,0.5856287425149701,0.5100162743916874,133,msp-improv
fold1,0.7209756097560975,0.6406427366383023,133,crema-d
fold2,0.6453433678269049,0.5840856240502084,193,msp-improv_crema-d
fold2,0.5783234546994073,0.4953081934710437,193,msp-improv
fold2,0.7291005291005291,0.667516186829286,193,crema-d
fold3,0.6930758988015979,0.6256318331393951,189,msp-improv_crema-d
fold3,0.5611888111888111,0.5073179046635045,189,msp-improv
fold3,0.7741935483870968,0.6673272547074236,189,crema-d
fold4,0.6616621983914209,0.5986478586733878,181,msp-improv_crema-d
fold4,0.5911062906724512,0.560886840432295,181,msp-improv
fold4,0.7306468716861082,0.6184846189502196,181,crema-d
fold5,0.6029629629629629,0.5532824004947758,132,msp-improv_crema-d
fold5,0.48317757009345796,0.4090016633054805,132,msp-improv
fold5,0.7371727748691099,0.6615746584614912,132,crema-d
average,0.6526518963492655,0.5911677556030751,132,msp-improv_crema-d
average,0.5598849738338195,0.4965061752528023,132,msp-improv
average,0.7384178667597884,0.6511090911173445,132,crema-d
