,acc,uar,epoch,dataset
fold1,0.7056921086675291,0.6946114006860589,146,iemocap_crema-d
fold1,0.6525911708253359,0.6748222033282788,146,iemocap
fold1,0.7326829268292683,0.6832517582890051,146,crema-d
fold2,0.7023728813559322,0.6967890188440735,191,iemocap_crema-d
fold2,0.6641509433962264,0.6730766016621447,191,iemocap
fold2,0.7238095238095238,0.6815152991421285,191,crema-d
fold3,0.6917148362235067,0.6773723773656133,141,iemocap_crema-d
fold3,0.5853269537480064,0.5721909130157099,141,iemocap
fold3,0.7634408602150538,0.7066461608053098,141,crema-d
fold4,0.6905890318212593,0.6546199945770833,197,iemocap_crema-d
fold4,0.6104868913857678,0.607650905926768,197,iemocap
fold4,0.735949098621421,0.6550545293290817,197,crema-d
fold5,0.6951364175563464,0.6775741276103923,162,iemocap_crema-d
fold5,0.6292749658002736,0.5703575421638282,162,iemocap
fold5,0.7455497382198953,0.6884166577320989,162,crema-d
average,0.6971010551249147,0.6801933838166443,162,iemocap_crema-d
average,0.628366185031122,0.6196196332193459,162,iemocap
average,0.7402864295390325,0.6829768810595249,162,crema-d
