,acc,uar
fold1,0.8938888888888888,0.8973404963428092
fold2,0.8983333333333333,0.8965977455571903
fold3,0.867,0.8671995007680491
fold4,0.872,0.8720888487996392
fold5,0.8835,0.8834404509640587
average,0.8829444444444444,0.8833334084863493
