,acc,uar
fold1,0.7164285714285714,0.7023708879329638
fold2,0.7428571428571429,0.7375996728685341
fold3,0.735,0.7296533438002777
fold4,0.7035714285714286,0.7043087121212122
fold5,0.7092857142857143,0.7028508973721932
average,0.7214285714285715,0.7153567028190361
