,acc,uar
fold1,0.7378571428571429,0.7577271714094658
fold2,0.6957142857142857,0.6933264755046933
fold3,0.7307142857142858,0.7229682238713263
fold4,0.755,0.7497697621658488
fold5,0.73,0.748646909342926
average,0.7298571428571429,0.7344877084588519
