,acc,uar,epoch,dataset
fold1,0.6578266494178525,0.5954043826503151,147,iemocap_crema-d
fold1,0.5988483685220729,0.5813187427356384,147,iemocap
fold1,0.6878048780487804,0.5789075342889123,147,crema-d
fold2,0.6630508474576271,0.6433861406706919,150,iemocap_crema-d
fold2,0.6226415094339622,0.6461168041551424,150,iemocap
fold2,0.6857142857142857,0.6186211016096579,150,crema-d
fold3,0.6718047527296083,0.6566422433795776,191,iemocap_crema-d
fold3,0.583732057416268,0.5714067556526052,191,iemocap
fold3,0.7311827956989247,0.6581002856564803,191,crema-d
fold4,0.6885578876100203,0.6453786882100472,160,iemocap_crema-d
fold4,0.6329588014981273,0.641539595993619,160,iemocap
fold4,0.7200424178154825,0.6213240617241929,160,crema-d
fold5,0.6346381969157769,0.6434089270779328,175,iemocap_crema-d
fold5,0.518467852257182,0.5493483536733257,175,iemocap
fold5,0.7235602094240837,0.6835246590170321,175,crema-d
average,0.663175666826177,0.6368440763977128,175,iemocap_crema-d
average,0.5913297178255225,0.5979460504420662,175,iemocap
average,0.7096609173403114,0.632095528459255,175,crema-d
