,acc,uar,epoch,dataset
fold1,0.581858407079646,0.5171485409484491,196,iemocap_msp-improv
fold1,0.6333973128598849,0.6030729766761519,196,iemocap
fold1,0.5497005988023952,0.4517718548617425,196,msp-improv
fold2,0.5973115137346581,0.5382271116650368,179,iemocap_msp-improv
fold2,0.7113207547169811,0.674372237709934,179,iemocap
fold2,0.54614733276884,0.4894306924588691,179,msp-improv
fold3,0.5496246872393661,0.4820806703162457,169,iemocap_msp-improv
fold3,0.5789473684210527,0.5320499234663841,169,iemocap
fold3,0.5174825174825175,0.40811867735481655,169,msp-improv
fold4,0.5528846153846154,0.4986990945090571,68,iemocap_msp-improv
fold4,0.5711610486891385,0.5451201469879631,68,iemocap
fold4,0.5422993492407809,0.46982941301123116,68,msp-improv
fold5,0.5491393670183231,0.4780325695976444,109,iemocap_msp-improv
fold5,0.600547195622435,0.5966353975024106,109,iemocap
fold5,0.514018691588785,0.43098894867098747,109,msp-improv
average,0.5661637180913217,0.5028375974072866,109,iemocap_msp-improv
average,0.6190747360618984,0.5902501364685687,109,iemocap
average,0.5339296979766638,0.45002791727152935,109,msp-improv
