,acc,uar,epoch,dataset
fold1,0.5365269461077844,0.42311302745869833,175,msp-improv
fold2,0.5605419136325148,0.4987453845199083,195,msp-improv
fold3,0.5402097902097902,0.4729819056315573,181,msp-improv
fold4,0.5520607375271149,0.49677368086458995,160,msp-improv
fold5,0.4897196261682243,0.4160190566795908,190,msp-improv
average,0.5358118027290858,0.46152661103086895,190,msp-improv
