,acc,uar
fold1,0.9383333333333334,0.9372120420812511
fold2,0.9272222222222222,0.9298199704967955
fold3,0.936,0.9359999999999999
fold4,0.9345,0.9345272447458279
fold5,0.9535,0.9535270435848067
average,0.9379111111111111,0.9382172601817362
