,acc,uar
fold1,0.8192857142857143,0.8201473371321495
fold2,0.825,0.82626702462022
fold3,0.8142857142857143,0.8144569061992011
fold4,0.8128571428571428,0.8128571428571428
fold5,0.8135714285714286,0.8144876252476183
average,0.8169999999999998,0.8176432072112663
