,acc,rec,epoch,dataset
fold1,0.6580645161290323,0.5909982833131366,72,msp-improv_crema-d
fold1,0.6,0.5121924139604246,72,msp-improv
fold1,0.7053658536585365,0.6281172785997463,72,crema-d
fold2,0.610065851364064,0.5894041897273692,85,msp-improv_crema-d
fold2,0.5486875529212532,0.5277600761884087,85,msp-improv
fold2,0.6867724867724868,0.6474423903077241,85,crema-d
fold3,0.6464713715046605,0.617939539035833,53,msp-improv_crema-d
fold3,0.513986013986014,0.4653375467625032,53,msp-improv
fold3,0.7279569892473118,0.7010008653948259,53,crema-d
fold4,0.6294906166219839,0.6191513551975245,89,msp-improv_crema-d
fold4,0.5401301518438177,0.5447234583598219,89,msp-improv
fold4,0.7168610816542949,0.6830935193534221,89,crema-d
fold5,0.5930864197530864,0.5605357883702563,79,msp-improv_crema-d
fold5,0.4869158878504673,0.4406990100522533,79,msp-improv
fold5,0.7120418848167539,0.6499305952775668,79,crema-d
average,0.6274357550745654,0.5956058311288239,79,msp-improv_crema-d
average,0.5379439213203103,0.4981425010646823,79,msp-improv
average,0.7097996592298768,0.661916929786657,79,crema-d
