,acc,rec,epoch,dataset
fold1,0.6921086675291074,0.6736223538509365,97,iemocap_crema-d
fold1,0.6353166986564299,0.6631387727827406,97,iemocap
fold1,0.7209756097560975,0.6506540251837718,97,crema-d
fold2,0.6589830508474577,0.6591668621583072,34,iemocap_crema-d
fold2,0.6056603773584905,0.6071265383830828,34,iemocap
fold2,0.6888888888888889,0.6557926120288047,34,crema-d
fold3,0.6718047527296083,0.6556360352455154,69,iemocap_crema-d
fold3,0.580542264752791,0.5598969204585594,69,iemocap
fold3,0.7333333333333333,0.6591600769761399,69,crema-d
fold4,0.6635071090047393,0.6635906825913811,84,iemocap_crema-d
fold4,0.5692883895131086,0.5749066121192558,84,iemocap
fold4,0.7168610816542949,0.6933060892604411,84,crema-d
fold5,0.6470937129300118,0.6345419923017297,75,iemocap_crema-d
fold5,0.573187414500684,0.5463813571103211,75,iemocap
fold5,0.7036649214659686,0.6389444843860558,75,crema-d
average,0.6666994586081849,0.657311585229574,75,iemocap_crema-d
average,0.5927990289563009,0.5902900401707919,75,iemocap
average,0.7127447670197167,0.6595714575670426,75,crema-d
