,acc,rec,epoch,dataset
fold1,0.6381720430107527,0.563099937430559,178,msp-improv_crema-d
fold1,0.5760479041916168,0.48207821406763907,178,msp-improv
fold1,0.688780487804878,0.5978995277252435,178,crema-d
fold2,0.5964252116650988,0.5305951376870468,195,msp-improv_crema-d
fold2,0.5300592718035563,0.4428929500036288,195,msp-improv
fold2,0.6793650793650794,0.6091811982240166,195,crema-d
fold3,0.6165113182423435,0.5231519178180786,97,msp-improv_crema-d
fold3,0.46678321678321677,0.3751985437933074,97,msp-improv
fold3,0.7086021505376344,0.5941550184213742,97,crema-d
fold4,0.6230563002680966,0.5371041004150168,188,msp-improv_crema-d
fold4,0.5401301518438177,0.46359398177579997,188,msp-improv
fold4,0.704135737009544,0.5970350723894333,188,crema-d
fold5,0.5728395061728395,0.5298766388323782,184,msp-improv_crema-d
fold5,0.4691588785046729,0.4070986618581319,184,msp-improv
fold5,0.6890052356020943,0.6201047149434469,184,crema-d
average,0.6094008758718262,0.5367655464366159,184,msp-improv_crema-d
average,0.516435884625376,0.43417247029970146,184,msp-improv
average,0.693977738063846,0.603675106340703,184,crema-d
