,acc,uar
fold1,0.8333333333333334,0.828125
fold2,0.8767123287671232,0.874812030075188
fold3,0.7945205479452054,0.78796992481203
fold4,0.8493150684931506,0.8483483483483484
fold5,0.7808219178082192,0.7797888386123679
average,0.8269406392694064,0.823808828369587
