,acc,uar
fold1,0.7375,0.7196875
fold2,0.7041095890410959,0.6987593984962406
fold3,0.7410958904109589,0.7340601503759399
fold4,0.7,0.6982732732732733
fold5,0.7246575342465753,0.7153469079939668
average,0.721472602739726,0.7132254460278842
