,acc,uar
fold1,0.56375,0.5621178938614468
fold2,0.51875,0.5150283737197415
fold3,0.565,0.564403249420695
fold4,0.525,0.5275837633804756
fold5,0.58375,0.5832062213998149
average,0.5512499999999999,0.5504679003564348
