,acc,uar,epoch,dataset
fold1,0.6430678466076696,0.5822640272916209,195,iemocap_msp-improv
fold2,0.6054938632378726,0.5289305788681717,188,iemocap_msp-improv
fold3,0.591326105087573,0.5327835540413552,189,iemocap_msp-improv
fold4,0.6037087912087912,0.5670229202098915,195,iemocap_msp-improv
fold5,0.5535813436979455,0.5114531324165932,179,iemocap_msp-improv
average,0.5994355899679704,0.5444908425655265,179,iemocap_msp-improv
