,acc,uar
fold1,0.5722222222222222,0.5916078756392893
fold2,0.52,0.5071126181256396
fold3,0.5255,0.5239649781113196
fold4,0.452,0.44953095684803
fold5,0.4735,0.47556884020595325
average,0.5086444444444445,0.5095570537860463
