,acc,rec,epoch,dataset
fold1,0.6356932153392331,0.6019312047335361,176,iemocap_msp-improv
fold1,0.690978886756238,0.6851364481870413,176,iemocap
fold1,0.6011976047904192,0.5296421559640331,176,msp-improv
fold2,0.6160140268848626,0.5671514243809448,156,iemocap_msp-improv
fold2,0.7037735849056603,0.7151623047616122,156,iemocap
fold2,0.5766299745977985,0.5097083270879097,156,msp-improv
fold3,0.5537948290241869,0.5016606613663444,150,iemocap_msp-improv
fold3,0.5757575757575758,0.5314687853455073,150,iemocap
fold3,0.5297202797202797,0.465040686874117,150,msp-improv
fold4,0.6201923076923077,0.606810483787856,159,iemocap_msp-improv
fold4,0.599250936329588,0.581992337164751,159,iemocap
fold4,0.6323210412147505,0.6208306844670481,159,msp-improv
fold5,0.5852304275402554,0.5265735605278854,192,iemocap_msp-improv
fold5,0.6538987688098495,0.63014088870879,192,iemocap
fold5,0.5383177570093458,0.47497953477719634,192,msp-improv
average,0.602184961296169,0.5608254669593133,192,iemocap_msp-improv
average,0.6447319505117823,0.6287801528335404,192,iemocap
average,0.5756373314665186,0.5200402778340608,192,msp-improv
