,acc,rec,epoch,dataset
fold1,0.7326829268292683,0.6676758410210702,134,crema-d
fold2,0.7375661375661375,0.7209947390728519,140,crema-d
fold3,0.7677419354838709,0.6865726197580435,100,crema-d
fold4,0.7338282078472959,0.6654020717466521,175,crema-d
fold5,0.7581151832460733,0.7224012772919418,128,crema-d
average,0.7459868781945291,0.6926093097781119,128,crema-d
