,acc,rec,epoch,dataset
fold1,0.688780487804878,0.6121334993808547,71,crema-d
fold2,0.6708994708994709,0.5897781709519638,65,crema-d
fold3,0.7430107526881721,0.6241803190568498,70,crema-d
fold4,0.721102863202545,0.6106246281435574,96,crema-d
fold5,0.675392670157068,0.5861495355974692,87,crema-d
average,0.6998372489504268,0.6045732306261391,87,crema-d
