,acc,rec,epoch,dataset
fold1,0.6727037516170763,0.6424278864150288,97,iemocap_crema-d
fold1,0.6276391554702495,0.6364008327609514,97,iemocap
fold1,0.6956097560975609,0.6079825281000548,97,crema-d
fold2,0.6650847457627118,0.6367132132799834,85,iemocap_crema-d
fold2,0.6226415094339622,0.5495199126156736,85,iemocap
fold2,0.6888888888888889,0.613349133740251,85,crema-d
fold3,0.6461143224149004,0.6139236459284692,53,iemocap_crema-d
fold3,0.5629984051036683,0.5386815880457704,53,iemocap
fold3,0.7021505376344086,0.5866192911000256,53,crema-d
fold4,0.6479350033852403,0.6236692488153197,85,iemocap_crema-d
fold4,0.5393258426966292,0.528142323831979,85,iemocap
fold4,0.7094379639448568,0.6476802275143103,85,crema-d
fold5,0.638196915776987,0.6127068269408135,93,iemocap_crema-d
fold5,0.5636114911080712,0.49753938347047794,93,iemocap
fold5,0.6952879581151833,0.6176834633225758,93,crema-d
average,0.6540069477913832,0.6258881642759229,93,iemocap_crema-d
average,0.5832432807625161,0.5500568081449704,93,iemocap
average,0.6982750209361797,0.6146629287554435,93,crema-d
