,acc,rec,epoch,dataset
fold1,0.6461836998706338,0.6536211868848951,193,iemocap_crema-d
fold1,0.6410748560460653,0.691185604501097,193,iemocap
fold1,0.6487804878048781,0.616484607327291,193,crema-d
fold2,0.6840677966101695,0.6831759248101998,151,iemocap_crema-d
fold2,0.6641509433962264,0.6343245590754457,151,iemocap
fold2,0.6952380952380952,0.6724744881645404,151,crema-d
fold3,0.6640976236351959,0.6518037773779075,144,iemocap_crema-d
fold3,0.594896331738437,0.5729178039669032,144,iemocap
fold3,0.710752688172043,0.646635027881429,144,crema-d
fold4,0.6492890995260664,0.6684574356224199,159,iemocap_crema-d
fold4,0.5973782771535581,0.6201663438732404,159,iemocap
fold4,0.6786850477200425,0.6778030607786704,159,crema-d
fold5,0.6838671411625148,0.6734236489101266,168,iemocap_crema-d
fold5,0.6169630642954856,0.5895549874883905,168,iemocap
fold5,0.7350785340314137,0.6812215332774993,168,crema-d
average,0.665501072160916,0.6660963947211098,168,iemocap_crema-d
average,0.6228926945259545,0.6216298597810154,168,iemocap
average,0.6937069705932946,0.6589237434858861,168,crema-d
