,acc,rec,epoch,dataset
fold1,0.6061946902654868,0.614467346026079,140,iemocap_msp-improv
fold1,0.6660268714011516,0.6998236406055008,140,iemocap
fold1,0.5688622754491018,0.5451173633592669,140,msp-improv
fold2,0.5955581531268265,0.4859204158988103,81,iemocap_msp-improv
fold2,0.6830188679245283,0.567366532724158,81,iemocap
fold2,0.5563082133784928,0.4391216474555088,81,msp-improv
fold3,0.5879899916597164,0.5673928545682018,120,iemocap_msp-improv
fold3,0.5885167464114832,0.5645088290178364,120,iemocap
fold3,0.5874125874125874,0.5569927619314168,120,msp-improv
fold4,0.5982142857142857,0.5522761677377618,122,iemocap_msp-improv
fold4,0.6217228464419475,0.613751818636876,122,iemocap
fold4,0.5845986984815619,0.51417143462598,122,msp-improv
fold5,0.5513603553581343,0.49894800142131734,154,iemocap_msp-improv
fold5,0.6265389876880985,0.5910567503534604,154,iemocap
fold5,0.5,0.44490090671725346,154,msp-improv
average,0.5878634952248899,0.5438009571304341,154,iemocap_msp-improv
average,0.6371648639734419,0.6073015142675663,154,iemocap
average,0.5594363549443487,0.5000608228178851,154,msp-improv
