,acc,rec,epoch,dataset
fold1,0.6456989247311828,0.5712951892052835,192,msp-improv_crema-d
fold1,0.6047904191616766,0.5195200903231306,192,msp-improv
fold1,0.6790243902439025,0.5953407606227817,192,crema-d
fold2,0.5983066792097836,0.5545867168071976,185,msp-improv_crema-d
fold2,0.5249788314987299,0.4634152655050669,185,msp-improv
fold2,0.68994708994709,0.6370228387385403,185,crema-d
fold3,0.6691078561917443,0.616048006392198,183,msp-improv_crema-d
fold3,0.5734265734265734,0.5160252907654985,183,msp-improv
fold3,0.7279569892473118,0.6492499534405107,183,crema-d
fold4,0.6487935656836461,0.5957182373559917,167,msp-improv_crema-d
fold4,0.5748373101952278,0.5425884721339267,167,msp-improv
fold4,0.721102863202545,0.6307276187972246,167,crema-d
fold5,0.554074074074074,0.5037107969503595,104,msp-improv_crema-d
fold5,0.41682242990654206,0.3773727423069744,104,msp-improv
fold5,0.7078534031413612,0.6131978630750579,104,crema-d
average,0.6231962199780862,0.5682717893422061,104,msp-improv_crema-d
average,0.53897111283775,0.4837843722069194,104,msp-improv
average,0.7051769471564422,0.625107806934823,104,crema-d
