,acc,uar,attack_success_rate
fold1,0.97125,0.97125,0.9712500000000001
fold2,0.94125,0.9412499999999999,0.9412500000000001
fold3,0.945,0.9450000000000001,0.945
fold4,0.92,0.9199999999999999,0.9199999999999999
fold5,0.93125,0.93125,0.93125
average,0.9417500000000001,0.9417500000000001,0.9417500000000001
