,acc,uar,epoch,dataset,snr
fold1,0.6023952095808384,0.5407876253877576,183,msp-improv,24.058889983490122
fold2,0.5690093141405589,0.49370224490927034,172,msp-improv,23.20475947365552
fold3,0.5681818181818182,0.510329676287275,187,msp-improv,23.634237274845063
fold4,0.5824295010845987,0.5405011655011656,188,msp-improv,22.843670502735883
fold5,0.516822429906542,0.44879581077351177,193,msp-improv,22.69036619793794
average,0.5677676545788712,0.5068233045717961,193,msp-improv,23.28638468653291
