,acc,uar,epoch,dataset,snr
fold1,0.7141463414634146,0.6722296535105703,176,crema-d,26.2129630248252
fold2,0.71005291005291,0.6597522860747314,181,crema-d,26.329475036134692
fold3,0.7677419354838709,0.6500274905197798,178,crema-d,26.316738538307316
fold4,0.7317073170731707,0.6752843396370518,177,crema-d,26.282672352449538
fold5,0.7277486910994765,0.6817475222650083,182,crema-d,26.258894398398137
average,0.7302794390345685,0.6678082584014283,182,crema-d,26.280148670022974
