,acc,uar,epoch,dataset
fold1,0.6071856287425149,0.49341686073345026,102,msp-improv
fold2,0.5563082133784928,0.46134678491989706,126,msp-improv
fold3,0.5472027972027972,0.4602665166349554,184,msp-improv
fold4,0.586767895878525,0.5408614113159568,126,msp-improv
fold5,0.5280373831775701,0.44879034663239475,147,msp-improv
average,0.56510038367598,0.4809363840473308,147,msp-improv
