,acc,uar,epoch,dataset
fold1,0.6804657179818887,0.6864214180900025,163,iemocap_crema-d
fold1,0.6429942418426103,0.6781802055652048,163,iemocap
fold1,0.6995121951219512,0.6713629222587266,163,crema-d
fold2,0.6501694915254237,0.6262978684644164,183,iemocap_crema-d
fold2,0.5811320754716981,0.5272690533583965,183,iemocap
fold2,0.6888888888888889,0.6146418757453914,183,crema-d
fold3,0.689145793192036,0.6623416334191996,199,iemocap_crema-d
fold3,0.5821371610845295,0.5724869678772894,199,iemocap
fold3,0.7612903225806451,0.6693977781092026,199,crema-d
fold4,0.6452268111035884,0.6028380985883175,111,iemocap_crema-d
fold4,0.5355805243445693,0.5120292011096609,111,iemocap
fold4,0.7073170731707317,0.6286424098041349,111,crema-d
fold5,0.67497034400949,0.6638675947549657,187,iemocap_crema-d
fold5,0.5909712722298222,0.5437080727980454,187,iemocap
fold5,0.7392670157068063,0.6884485065927032,187,crema-d
average,0.6679956315624853,0.6483533226633803,187,iemocap_crema-d
average,0.5865630549946459,0.5667347001417193,187,iemocap
average,0.7192550990938047,0.6544986985020318,187,crema-d
