,acc,uar,epoch,dataset
fold1,0.6967370441458733,0.6843228375848077,187,iemocap
fold2,0.6547169811320754,0.642378848562348,180,iemocap
fold3,0.6140350877192983,0.566584067449486,168,iemocap
fold4,0.5973782771535581,0.577235052091374,196,iemocap
fold5,0.5978112175102599,0.6037917127594754,188,iemocap
average,0.6321357215322129,0.6148625036894982,188,iemocap
