,acc,uar,epoch,dataset
fold1,0.6586021505376344,0.5659286300287893,148,msp-improv_crema-d
fold1,0.6,0.4875221532524903,148,msp-improv
fold1,0.7063414634146341,0.6026738805576123,148,crema-d
fold2,0.5917215428033866,0.527364108712439,153,msp-improv_crema-d
fold2,0.5300592718035563,0.43618933037580787,153,msp-improv
fold2,0.6687830687830688,0.6046296577622035,153,crema-d
fold3,0.6731025299600533,0.6163245265437725,196,msp-improv_crema-d
fold3,0.5751748251748252,0.5181403464069365,196,msp-improv
fold3,0.7333333333333333,0.6524199467921135,196,crema-d
fold4,0.6198391420911528,0.5522549475263537,161,msp-improv_crema-d
fold4,0.5325379609544468,0.4804354736172918,161,msp-improv
fold4,0.7051961823966065,0.6088529657904486,161,crema-d
fold5,0.5792592592592593,0.519700893210591,143,msp-improv_crema-d
fold5,0.46261682242990654,0.39001160846352045,143,msp-improv
fold5,0.7099476439790576,0.6205440447517099,143,crema-d
average,0.6245049249302973,0.5563146212043891,143,msp-improv_crema-d
average,0.540077776072547,0.4624597824232094,143,msp-improv
average,0.7047203383813401,0.6178240991308176,143,crema-d
