,acc,rec,epoch,dataset
fold1,0.5715339233038348,0.49169171312192567,84,iemocap_msp-improv
fold1,0.5585412667946257,0.5502829539427253,84,iemocap
fold1,0.5796407185628742,0.4330839260614541,84,msp-improv
fold2,0.6189362945645821,0.5141508163488083,87,iemocap_msp-improv
fold2,0.769811320754717,0.7498510968005141,87,iemocap
fold2,0.5512277730736664,0.4252272758206508,87,msp-improv
fold3,0.5646371976647206,0.4849914874861418,90,iemocap_msp-improv
fold3,0.5661881977671451,0.492012495138599,90,iemocap
fold3,0.5629370629370629,0.44701190987034184,90,msp-improv
fold4,0.5460164835164835,0.4837128285797468,97,iemocap_msp-improv
fold4,0.5580524344569289,0.5239057770666966,97,iemocap
fold4,0.5390455531453362,0.45774528501801226,97,msp-improv
fold5,0.5302609661299278,0.41867423293031886,79,iemocap_msp-improv
fold5,0.5950752393980848,0.505879236348148,79,iemocap
fold5,0.48598130841121495,0.37675301576702613,79,msp-improv
average,0.5662769730359097,0.4786442156933883,79,iemocap_msp-improv
average,0.6095336918343003,0.5643863118593365,79,iemocap
average,0.5437664832260309,0.427964282507497,79,msp-improv
