,acc,uar
fold1,0.9438888888888889,0.948161350539323
fold2,0.9466666666666667,0.9430805129534712
fold3,0.9345,0.9346027384109536
fold4,0.933,0.932697577112776
fold5,0.9485,0.9476936837429315
average,0.9413111111111112,0.941247172551891
