,acc,uar,epoch,dataset,snr
fold1,0.7102439024390244,0.6281811946392758,177,crema-d,14.543919314644466
fold2,0.7047619047619048,0.6550615505083334,196,crema-d,14.611944058732774
fold3,0.7483870967741936,0.6349023082270275,194,crema-d,14.626465318887252
fold4,0.7242841993637328,0.6285261273274463,170,crema-d,14.571916471557465
fold5,0.7141361256544503,0.6799157753438166,191,crema-d,14.563557209768705
average,0.7203626457986612,0.6453173912091799,191,crema-d,14.583560474718132
