,acc,uar,epoch,dataset,snr
fold1,0.6429942418426103,0.6760407804862094,197,iemocap,11.804293623731262
fold2,0.6867924528301886,0.6482806080931397,193,iemocap,11.85735748972842
fold3,0.6028708133971292,0.5696963452968398,168,iemocap,11.674384327411035
fold4,0.5468164794007491,0.5193076665777816,165,iemocap,11.842497510852054
fold5,0.5909712722298222,0.5752439098335926,155,iemocap,11.555478393104261
average,0.6140890519400999,0.5977138620575125,155,iemocap,11.746802268965407
