,acc,uar
fold1,0.9388888888888889,0.9402455037402515
fold2,0.9544444444444444,0.9524167336525355
fold3,0.935,0.9351682636281886
fold4,0.9435,0.943560968194855
fold5,0.9575,0.9575554719969919
average,0.9458666666666666,0.9457893882425644
