,acc,uar
fold1,0.5707142857142857,0.5640692658639266
fold2,0.5657142857142857,0.5547652566788894
fold3,0.5471428571428572,0.546585905782599
fold4,0.5657142857142857,0.5657142857142857
fold5,0.5642857142857143,0.5569830427670786
average,0.5627142857142857,0.5576235513613559
