,acc,uar,epoch,dataset
fold1,0.625268817204301,0.5139836847512824,148,msp-improv_crema-d
fold1,0.5832335329341317,0.43493597905362613,148,msp-improv
fold1,0.6595121951219513,0.5505912874335631,148,crema-d
fold2,0.5634995296331138,0.4636231377659258,145,msp-improv_crema-d
fold2,0.4995766299745978,0.3558404482095763,145,msp-improv
fold2,0.6433862433862434,0.5531873253140195,145,crema-d
fold3,0.622503328894807,0.532587227468308,178,msp-improv_crema-d
fold3,0.47202797202797203,0.37588571538130755,178,msp-improv
fold3,0.7150537634408602,0.6059820292707163,178,crema-d
fold4,0.5865951742627346,0.4811377143487031,133,msp-improv_crema-d
fold4,0.4891540130151844,0.39003496503496504,133,msp-improv
fold4,0.6818663838812301,0.5554905510728207,133,crema-d
fold5,0.5432098765432098,0.47906188340492056,193,msp-improv_crema-d
fold5,0.4327102803738318,0.35384793948142035,193,msp-improv
fold5,0.6670157068062827,0.577875318053941,193,crema-d
average,0.5882153453076333,0.49407872954782794,193,msp-improv_crema-d
average,0.4953404856651436,0.3821090094321791,193,msp-improv
average,0.6733668585273136,0.5686253022290122,193,crema-d
