,acc,uar,epoch,dataset
fold1,0.581858407079646,0.5021900227682011,188,iemocap_msp-improv
fold1,0.6314779270633397,0.5806972046348945,188,iemocap
fold1,0.5508982035928144,0.4354277579657619,188,msp-improv
fold2,0.5692577440093513,0.47347739122157456,169,iemocap_msp-improv
fold2,0.6698113207547169,0.5562829583016207,169,iemocap
fold2,0.5241320914479255,0.4211690651226913,169,msp-improv
fold3,0.5521267723102585,0.4768883166882663,174,iemocap_msp-improv
fold3,0.5821371610845295,0.5194026096357427,174,iemocap
fold3,0.5192307692307693,0.40775451340163144,174,msp-improv
fold4,0.5611263736263736,0.49880660121580384,195,iemocap_msp-improv
fold4,0.5692883895131086,0.5421381088047755,195,iemocap
fold4,0.5563991323210412,0.4708041958041958,195,msp-improv
fold5,0.5463631315935591,0.46279346230973917,191,iemocap_msp-improv
fold5,0.615595075239398,0.5215555361653543,191,iemocap
fold5,0.49906542056074765,0.4243642879769629,191,msp-improv
average,0.5621464857238376,0.4828311588407169,191,iemocap_msp-improv
average,0.6136619747310186,0.5440152835084776,191,iemocap
average,0.5299451234306595,0.4319039640542487,191,msp-improv
