,acc,uar,epoch,dataset
fold1,0.6349462365591397,0.5476653978129038,89,msp-improv_crema-d
fold1,0.5868263473053892,0.46915963158527607,89,msp-improv
fold1,0.6741463414634147,0.5772406449106713,89,crema-d
fold2,0.6048918156161807,0.5730072350231938,190,msp-improv_crema-d
fold2,0.5224386113463166,0.48763558116104594,190,msp-improv
fold2,0.707936507936508,0.6505157838888034,190,crema-d
fold3,0.6478029294274301,0.5636841229287989,149,msp-improv_crema-d
fold3,0.5,0.42111238937431766,149,msp-improv
fold3,0.7387096774193549,0.6163512043155663,149,crema-d
fold4,0.6316353887399464,0.5706123379365301,191,msp-improv_crema-d
fold4,0.5368763557483731,0.5043070565797838,191,msp-improv
fold4,0.7242841993637328,0.6127768548121966,191,crema-d
fold5,0.5688888888888889,0.5164449740997739,102,msp-improv_crema-d
fold5,0.4485981308411215,0.38406501962430356,102,msp-improv
fold5,0.7036649214659686,0.6176422499659466,102,crema-d
average,0.6176330518463171,0.55428281356024,102,msp-improv_crema-d
average,0.5189478890482401,0.4532559356649454,102,msp-improv
average,0.7097483295297958,0.6149053475786369,102,crema-d
