,acc,uar,epoch,dataset
fold1,0.5803834808259587,0.5087702327754224,193,iemocap_msp-improv
fold1,0.6410748560460653,0.6072105332104609,193,iemocap
fold1,0.5425149700598803,0.4323776209103373,193,msp-improv
fold2,0.5914669783752192,0.5422234766345071,181,iemocap_msp-improv
fold2,0.7264150943396226,0.7223745879184149,181,iemocap
fold2,0.5309060118543607,0.4826704373452057,181,msp-improv
fold3,0.5629691409507923,0.49822277795219055,116,iemocap_msp-improv
fold3,0.5869218500797448,0.5392466701633074,116,iemocap
fold3,0.5367132867132867,0.4317837576182716,116,msp-improv
fold4,0.5597527472527473,0.5159074292302508,140,iemocap_msp-improv
fold4,0.5861423220973783,0.574777845611179,140,iemocap
fold4,0.544468546637744,0.47875609239245603,140,msp-improv
fold5,0.5424764019988895,0.46290456858550666,95,iemocap_msp-improv
fold5,0.6046511627906976,0.5625752767047437,95,iemocap
fold5,0.5,0.4195611462459604,95,msp-improv
average,0.5674097498807213,0.5056056970355755,95,iemocap_msp-improv
average,0.6290410570707017,0.6012369827216213,95,iemocap
average,0.5309205630530544,0.44902981090244626,95,msp-improv
