,acc,uar,epoch,dataset
fold1,0.6571798188874515,0.6232675337367344,184,iemocap_crema-d
fold1,0.6007677543186181,0.6168783299732237,184,iemocap
fold1,0.6858536585365854,0.5928762094813271,184,crema-d
fold2,0.679322033898305,0.6571194102525205,191,iemocap_crema-d
fold2,0.6566037735849056,0.6761327884242088,191,iemocap
fold2,0.692063492063492,0.6243487047076073,191,crema-d
fold3,0.6608863198458574,0.6252468650470504,137,iemocap_crema-d
fold3,0.5614035087719298,0.5512478190595465,137,iemocap
fold3,0.7279569892473118,0.6222139576918341,137,crema-d
fold4,0.6932972241029113,0.6758423808623675,117,iemocap_crema-d
fold4,0.6329588014981273,0.6554134562755252,117,iemocap
fold4,0.7274655355249204,0.661686759365327,117,crema-d
fold5,0.6304863582443654,0.6103081196548271,116,iemocap_crema-d
fold5,0.5458276333789329,0.5527581739557391,116,iemocap
fold5,0.6952879581151833,0.621151880260876,116,crema-d
average,0.6642343509957781,0.6383568619107,116,iemocap_crema-d
average,0.5995122943105027,0.6104861135376486,116,iemocap
average,0.7057255266974986,0.6244555023013942,116,crema-d
