,acc,uar
fold1,0.6371428571428571,0.6208779273295403
fold2,0.605,0.5975049951329474
fold3,0.61,0.6066469378460457
fold4,0.6135714285714285,0.6117806642048342
fold5,0.5764285714285714,0.5708736931001412
average,0.6084285714285713,0.6015368435227018
