,acc,uar,epoch,dataset
fold1,0.7147477360931436,0.6927649431892172,190,iemocap_crema-d
fold2,0.7145762711864406,0.7009133105335995,194,iemocap_crema-d
fold3,0.7045600513808606,0.6916175042528276,182,iemocap_crema-d
fold4,0.6851726472579553,0.67524232937916,142,iemocap_crema-d
fold5,0.6969157769869514,0.7063055716825217,198,iemocap_crema-d
average,0.7031944965810704,0.6933687318074652,198,iemocap_crema-d
