,acc,rec,epoch,dataset
fold1,0.7166882276843467,0.686984483021366,97,iemocap_crema-d
fold1,0.6833013435700576,0.7011991064772056,97,iemocap
fold1,0.7336585365853658,0.6559714601310539,97,crema-d
fold2,0.679322033898305,0.6631321572710408,47,iemocap_crema-d
fold2,0.6566037735849056,0.6076315590337715,47,iemocap
fold2,0.692063492063492,0.6382036093833225,47,crema-d
fold3,0.6679511881824021,0.6573348617137766,36,iemocap_crema-d
fold3,0.5901116427432217,0.5766956031526854,36,iemocap
fold3,0.7204301075268817,0.6708332551962263,36,crema-d
fold4,0.6445497630331753,0.658522737939247,17,iemocap_crema-d
fold4,0.5823970037453183,0.5865692204772665,17,iemocap
fold4,0.679745493107105,0.68054480863045,17,crema-d
