,acc,uar,epoch,dataset
fold1,0.6076696165191741,0.5464016263240614,153,iemocap_msp-improv
fold1,0.6602687140115163,0.6263622100451263,153,iemocap
fold1,0.5748502994011976,0.47943967796908976,153,msp-improv
fold2,0.5482174167153712,0.4607165354929661,75,iemocap_msp-improv
fold2,0.7018867924528301,0.5776568213073872,75,iemocap
fold2,0.4792548687552921,0.39368544893300006,75,msp-improv
fold3,0.5613010842368641,0.496088259523103,154,iemocap_msp-improv
fold3,0.5741626794258373,0.517326033203815,154,iemocap
fold3,0.5472027972027972,0.4575122056216425,154,msp-improv
fold4,0.5597527472527473,0.48884719774357493,109,iemocap_msp-improv
fold4,0.5430711610486891,0.49974433825008535,109,iemocap
fold4,0.56941431670282,0.48166454757363847,109,msp-improv
fold5,0.5674625208217657,0.5030093445525167,164,iemocap_msp-improv
fold5,0.6292749658002736,0.5792826751181652,164,iemocap
fold5,0.525233644859813,0.4587619639418047,164,msp-improv
average,0.5688806771091844,0.49901259272724435,164,iemocap_msp-improv
average,0.6217328625478292,0.5600744155849158,164,iemocap
average,0.539191185384384,0.4542127688078351,164,msp-improv
